中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,22 ms,791 Mbps,101273 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,53 ms,375 Mbps,48025 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,69 ms,337 Mbps,43212 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,60 ms,396 Mbps,50688 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,69 ms,397 Mbps,50892 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,439 Mbps,56217 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,99 ms,259 Mbps,33177 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,63 ms,480 Mbps,61440 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,70 ms,361 Mbps,46284 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,67 ms,323 Mbps,41369 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,74 ms,394 Mbps,50483 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,67 ms,381 Mbps,48844 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,70 ms,309 Mbps,39628 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,91 ms,246 Mbps,31539 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,89 ms,48 Mbps,6258 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,96 ms,45 Mbps,5864 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,167 ms,125 Mbps,16076 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,181 ms,43 Mbps,5558 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,168 ms,42 Mbps,5443 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,169 ms,39 Mbps,5072 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,180 ms,37 Mbps,4833 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,105 ms,0 Mbps,57 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,207 ms,39 Mbps,5049 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,234 ms,18 Mbps,2381 kB/s
