中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,11 ms,848 Mbps,108544 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,20 ms,7 Mbps,946 kB/s
35.197.23.75,443,35.212.237.223,US,Seattle,隧道,49 ms,473 Mbps,60620 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,61 ms,300 Mbps,38502 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,51 ms,392 Mbps,50176 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,56 ms,335 Mbps,42905 kB/s
35.230.79.26,443,35.212.237.223,US,Seattle,隧道,50 ms,490 Mbps,62771 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,60 ms,440 Mbps,56422 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,48 ms,516 Mbps,66150 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,45 ms,460 Mbps,58880 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,114 ms,180 Mbps,23040 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,121 ms,189 Mbps,24268 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,113 ms,229 Mbps,29388 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,113 ms,44 Mbps,5731 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,145 ms,140 Mbps,17920 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,110 ms,40 Mbps,5217 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,157 ms,39 Mbps,5079 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,156 ms,39 Mbps,5046 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,148 ms,39 Mbps,5040 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,156 ms,122 Mbps,15667 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,168 ms,38 Mbps,4873 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,214 ms,9 Mbps,1267 kB/s
