中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,761 Mbps,97484 kB/s
129.146.46.164,443,129.146.46.164,195 Mbps,24985 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,413 Mbps,52940 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,68 ms,256 Mbps,32870 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,71 ms,264 Mbps,33792 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,86 ms,43 Mbps,5504 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,68 ms,340 Mbps,43622 kB/s
35.197.23.75,443,35.212.227.159,US,Seattle,隧道,72 ms,308 Mbps,39424 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,62 ms,375 Mbps,48025 kB/s
35.230.79.26,443,35.212.227.159,US,Seattle,隧道,73 ms,400 Mbps,51302 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,94 ms,51 Mbps,6608 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,90 ms,290 Mbps,37171 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,92 ms,50 Mbps,6451 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,65 ms,0 Mbps,126 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,170 ms,43 Mbps,5511 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,168 ms,43 Mbps,5515 kB/s
3.112.21.102,443,3.112.21.102,JP,Hong Kong,中转,167 ms,116 Mbps,14950 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,206 ms,40 Mbps,5213 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,223 ms,0 Mbps,36 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,209 ms,32 Mbps,4107 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,209 ms,31 Mbps,4005 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,247 ms,31 Mbps,4055 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,196 ms,86 Mbps,11059 kB/s
