中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,11 ms,755 Mbps,96665 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,15 ms,62 Mbps,8007 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,15 ms,7 Mbps,916 kB/s
34.82.76.253,443,35.185.231.63,US,Seattle,隧道,50 ms,353 Mbps,45260 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,51 ms,411 Mbps,52633 kB/s
129.146.46.164,443,129.146.46.164,US,314 Mbps,40243 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,59 ms,468 Mbps,60006 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,63 ms,260 Mbps,33382 kB/s
35.197.23.75,443,35.212.209.228,US,Seattle,隧道,48 ms,532 Mbps,68198 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,63 ms,473 Mbps,60620 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,107 ms,199 Mbps,25497 kB/s
35.230.79.26,443,35.212.209.228,US,Seattle,隧道,53 ms,504 Mbps,64512 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,95 ms,43 Mbps,5569 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,59 ms,372 Mbps,47616 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,115 ms,188 Mbps,24064 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,144 ms,144 Mbps,18432 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,112 ms,252 Mbps,32256 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,150 ms,48 Mbps,6227 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,108 ms,45 Mbps,5777 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,158 ms,43 Mbps,5562 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,158 ms,46 Mbps,5906 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,199 ms,38 Mbps,4972 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,189 ms,39 Mbps,5036 kB/s
8.219.79.212,443,47.236.51.143,SG,Singapore,隧道,217 ms,73 Mbps,9402 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,224 ms,15 Mbps,2029 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,237 ms,33 Mbps,4317 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,188 ms,0 Mbps,52 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,197 ms,0 Mbps,32 kB/s
