中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
198.23.254.51,443,198.23.254.51,US,San Jose,中转,9 ms,597 Mbps,76492 kB/s
35.197.23.75,443,35.212.212.40,US,Seattle,隧道,33 ms,872 Mbps,111616 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,4 ms,1816 Mbps,232448 kB/s
35.230.79.26,443,35.212.212.40,US,Seattle,隧道,24 ms,912 Mbps,116736 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,23 ms,568 Mbps,72806 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,24 ms,465 Mbps,59596 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,29 ms,600 Mbps,76902 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,32 ms,824 Mbps,105472 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,57 ms,396 Mbps,50688 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,73 ms,7 Mbps,981 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,106 ms,227 Mbps,29081 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,113 ms,200 Mbps,25702 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,112 ms,37 Mbps,4848 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,156 ms,133 Mbps,17100 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,115 ms,49 Mbps,6385 kB/s
193.123.61.156,443,2606:f240:f00:83a7:0:98c5:c99b:f93f,DE,Frankfurt,隧道,151 ms,124 Mbps,15872 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,153 ms,47 Mbps,6052 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,142 ms,38 Mbps,4873 kB/s
143.47.229.194,443,2606:f240:f00:5a42:0:7f36:4a86:566a,DE,Frankfurt,隧道,159 ms,124 Mbps,15974 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,151 ms,44 Mbps,5663 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,169 ms,46 Mbps,5908 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,158 ms,0 Mbps,2 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,145 ms,44 Mbps,5665 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,160 ms,40 Mbps,5188 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,181 ms,32 Mbps,4208 kB/s
168.138.216.146,443,2602:ffe4:407:21d9:0:7023:874c:9f2e,SG,Singapore,隧道,181 ms,73 Mbps,9369 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,131 ms,39 Mbps,5079 kB/s
152.70.89.238,443,2602:ffe4:407:21d9:0:9845:f2ac:7b83,SG,Singapore,隧道,208 ms,59 Mbps,7556 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,128 ms,0 Mbps,53 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,154 ms,46 Mbps,5944 kB/s
