中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,22 ms,800 Mbps,102400 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,23 ms,56 Mbps,7170 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,48 ms,488 Mbps,62566 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,46 ms,431 Mbps,55193 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,39 ms,7 Mbps,957 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,50 ms,365 Mbps,46796 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,49 ms,405 Mbps,51916 kB/s
34.82.76.253,443,34.105.52.138,US,Seattle,隧道,56 ms,464 Mbps,59494 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,41 ms,530 Mbps,67891 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,72 ms,290 Mbps,37171 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,120 ms,175 Mbps,22425 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,114 ms,48 Mbps,6252 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,124 ms,44 Mbps,5711 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,117 ms,47 Mbps,6049 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,123 ms,198 Mbps,25395 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,142 ms,42 Mbps,5435 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,129 ms,152 Mbps,19456 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,134 ms,145 Mbps,18636 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,146 ms,42 Mbps,5491 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,166 ms,39 Mbps,5062 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,183 ms,34 Mbps,4459 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,198 ms,9 Mbps,1265 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,196 ms,30 Mbps,3941 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,124 ms,45 Mbps,5805 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,207 ms,41 Mbps,5367 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,219 ms,43 Mbps,5586 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,166 ms,38 Mbps,4945 kB/s
