中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,6 Mbps,828 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,773 Mbps,99020 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,89 ms,225 Mbps,28876 kB/s
35.230.79.26,443,35.212.183.25,US,Seattle,隧道,72 ms,284 Mbps,36352 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,70 ms,328 Mbps,42086 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,91 ms,232 Mbps,29798 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,89 ms,42 Mbps,5438 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,71 ms,279 Mbps,35737 kB/s
129.146.46.164,443,129.146.46.164,278 Mbps,35635 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,92 ms,44 Mbps,5756 kB/s
35.197.23.75,443,35.212.183.25,US,Seattle,隧道,75 ms,297 Mbps,38092 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,68 ms,453 Mbps,58060 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,78 ms,314 Mbps,40243 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,100 ms,291 Mbps,37273 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,93 ms,48 Mbps,6159 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,170 ms,132 Mbps,16896 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,167 ms,39 Mbps,5013 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,170 ms,39 Mbps,5119 kB/s
193.122.124.215,443,132.226.239.169,KR,Seoul,隧道,196 ms,72 Mbps,9242 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,202 ms,36 Mbps,4664 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,238 ms,30 Mbps,3909 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,200 ms,70 Mbps,8961 kB/s
