中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,7 Mbps,971 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,808 Mbps,103424 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,53 ms,394 Mbps,50483 kB/s
129.146.46.164,443,129.146.46.164,321 Mbps,41164 kB/s
129.146.46.164,US,null Mbps,null kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,59 ms,332 Mbps,42496 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,91 ms,286 Mbps,36659 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,73 ms,351 Mbps,44953 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,60 ms,461 Mbps,59084 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,106 ms,262 Mbps,33587 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,100 ms,400 Mbps,51200 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,309 Mbps,39628 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,67 ms,380 Mbps,48640 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,88 ms,47 Mbps,6046 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,111 ms,47 Mbps,6036 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,97 ms,236 Mbps,30208 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,92 ms,47 Mbps,6128 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,169 ms,44 Mbps,5638 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,168 ms,40 Mbps,5232 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,175 ms,119 Mbps,15257 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,181 ms,41 Mbps,5308 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,198 ms,38 Mbps,4927 kB/s
152.70.89.238,443,161.118.151.165,KR,Seoul,隧道,202 ms,79 Mbps,10137 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,231 ms,19 Mbps,2449 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,243 ms,52 Mbps,6727 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,216 ms,36 Mbps,4688 kB/s
